common,external,linkonce,modules,prefix-length,section-size,external-fixups,internal-fixups,mean,confidenceInterval
0,2000,0,100,1,16,0,0,144.52,2.2608852751079604
0,47000,0,100,1,16,0,0,3166.94,14.386069947167643
0,18000,0,100,1,16,0,0,1313.88,11.22211038348848
0,17000,0,100,1,16,0,0,1159.88,9.760822040135757
0,14000,0,100,1,16,0,0,1002.56,8.859401201255082
0,21000,0,100,1,16,0,0,1519.26,16.373386242216363
0,35000,0,100,1,16,0,0,2348.18,15.036732695742115
0,7000,0,100,1,16,0,0,513.08,6.807910395650048
0,9000,0,100,1,16,0,0,646.02,5.710698730208065
0,44000,0,100,1,16,0,0,2942.32,14.821171125224888
0,34000,0,100,1,16,0,0,2373.82,25.647208663774695
0,41000,0,100,1,16,0,0,2841.22,23.971002890392384
0,28000,0,100,1,16,0,0,1994.58,17.671513912373207
0,4000,0,100,1,16,0,0,282.56,3.4309115588717827
0,43000,0,100,1,16,0,0,3101.72,36.06591904459388
0,50000,0,100,1,16,0,0,3527.14,20.211697144297407
0,6000,0,100,1,16,0,0,438.38,4.37036579009126
0,30000,0,100,1,16,0,0,2108,28.244463692553982
0,13000,0,100,1,16,0,0,947.74,8.249120064394747
0,5000,0,100,1,16,0,0,361.54,3.5150008518917883
0,15000,0,100,1,16,0,0,1075.34,11.25287328911154
0,23000,0,100,1,16,0,0,1551.94,9.094976154163353
0,8000,0,100,1,16,0,0,571.08,6.79977984020071
0,1000,0,100,1,16,0,0,78.34,1.2013504987304913
0,33000,0,100,1,16,0,0,2354.92,23.215988775738154
0,46000,0,100,1,16,0,0,3321.76,26.063817938222325
0,49000,0,100,1,16,0,0,3339.86,18.240009789821933
0,32000,0,100,1,16,0,0,2284.06,19.544839324097804
0,26000,0,100,1,16,0,0,1746.08,11.014270878964252
0,19000,0,100,1,16,0,0,1396.26,17.96693075393791
0,36000,0,100,1,16,0,0,2423.92,16.383146534020867
0,11000,0,100,1,16,0,0,791.74,9.284163949263283
0,39000,0,100,1,16,0,0,2620.74,14.76605360131135
0,3000,0,100,1,16,0,0,224.7,2.392966560568701
0,0,0,100,1,16,0,0,10.2,0.3184623054617296
0,20000,0,100,1,16,0,0,1454.88,13.928266953903488
0,12000,0,100,1,16,0,0,810.62,7.633819312716276
0,29000,0,100,1,16,0,0,2078.4,17.67185390614126
0,31000,0,100,1,16,0,0,2231.58,19.50231241558805
0,24000,0,100,1,16,0,0,1737.34,16.95920940081819
0,40000,0,100,1,16,0,0,2882.22,33.66982404544461
0,22000,0,100,1,16,0,0,1594.46,13.966670095223126
0,48000,0,100,1,16,0,0,3457.24,30.30413851203825
0,16000,0,100,1,16,0,0,1161.98,14.030039794212987
0,27000,0,100,1,16,0,0,1867.18,18.541864370208295
0,38000,0,100,1,16,0,0,2740.76,25.38190525387722
0,42000,0,100,1,16,0,0,3019.42,26.265526415345263
0,10000,0,100,1,16,0,0,723.7,6.755435074071838
0,45000,0,100,1,16,0,0,3231.76,21.400655438485988
0,37000,0,100,1,16,0,0,2606.82,24.8221562625651
0,25000,0,100,1,16,0,0,1666.7,11.605881446921643
