external,linkonce,time
32000,10000,4784
32000,11000,4795
32000,12000,4849
32000,13000,4907
32000,14000,5000
32000,15000,5027
32000,16000,5066
32000,17000,5096
32000,18000,5117
32000,19000,5205
32000,20000,5318
32000,21000,5337
32000,22000,5406
32000,23000,5406
32000,24000,5509
32000,25000,5562
32000,26000,5606
32000,27000,5557
32000,28000,5725
32000,29000,5686
32000,30000,5732
32000,31000,5770
32000,32000,5782
32000,33000,5890
32000,34000,5979
32000,35000,5975
32000,36000,6013
32000,37000,6012
32000,38000,6097
32000,39000,6122
32000,40000,6237
32000,41000,6181
32000,42000,6251
32000,43000,6309
32000,44000,6338
32000,45000,6391
32000,46000,6402
32000,47000,6504
32000,48000,6543
32000,49000,6531
32000,50000,6600
33000,1000,4425
33000,2000,4539
33000,3000,4574
33000,4000,4643
33000,5000,4690
33000,6000,6209
33000,7000,4802
33000,8000,4831
33000,9000,5009
33000,10000,4839
33000,11000,4825
33000,12000,4859
33000,13000,5054
33000,14000,5091
33000,15000,5148
33000,16000,5174
33000,17000,5205
33000,18000,5262
33000,19000,5387
33000,20000,5421
33000,21000,5454
33000,22000,5508
33000,23000,5583
33000,24000,5590
33000,25000,5676
33000,26000,5706
33000,27000,5742
33000,28000,5789
33000,29000,5838
33000,30000,5874
33000,31000,5961
33000,32000,5967
33000,33000,6233
33000,34000,6266
33000,35000,6307
33000,36000,6331
33000,37000,6373
33000,38000,6436
33000,39000,6301
33000,40000,6317
33000,41000,6339
33000,42000,6418
33000,43000,6419
33000,44000,6481
33000,45000,6394
33000,46000,6416
33000,47000,6446
33000,48000,6580
33000,49000,6652
33000,50000,6769
34000,1000,4607
34000,2000,4614
34000,3000,4674
34000,4000,4665
34000,5000,4667
34000,6000,4730
34000,7000,4872
34000,8000,4920
34000,9000,4967
34000,10000,4996
34000,11000,5044
34000,12000,5096
34000,13000,5172
34000,14000,5241
34000,15000,5272
34000,16000,5297
34000,17000,5339
34000,18000,5474
34000,19000,5505
34000,20000,5569
34000,21000,5621
34000,22000,5623
34000,23000,5683
34000,24000,5603
34000,25000,5744
34000,26000,5834
34000,27000,5794
34000,28000,5827
34000,29000,5982
34000,30000,6017
34000,31000,6004
34000,32000,6054
34000,33000,6064
34000,34000,6100
34000,35000,6118
34000,36000,6139
34000,37000,6220
34000,38000,6270
34000,39000,6246
34000,40000,6292
34000,41000,6452
34000,42000,6498
34000,43000,6533
34000,44000,6639
34000,45000,6659
34000,46000,6690
34000,47000,6727
34000,48000,6734
34000,49000,6771
34000,50000,6944
35000,1000,4703
35000,2000,4743
35000,3000,4830
35000,4000,4860
35000,5000,4937
35000,6000,4968
35000,7000,5009
35000,8000,5067
35000,9000,5093
35000,10000,5082
35000,11000,5083
35000,12000,5173
35000,13000,5217
35000,14000,5316
35000,15000,5352
35000,16000,5426
35000,17000,5479
35000,18000,5621
35000,19000,5603
35000,20000,5653
35000,21000,5684
35000,22000,5764
35000,23000,5809
35000,24000,5774
35000,25000,5833
35000,26000,5982
35000,27000,6020
35000,28000,6061
35000,29000,6007
35000,30000,6079
35000,31000,6218
35000,32000,6231
35000,33000,6317
35000,34000,6307
35000,35000,6339
35000,36000,6376
35000,37000,6309
35000,38000,6441
35000,39000,6514
35000,40000,6563
35000,41000,6618
35000,42000,6655
35000,43000,6659
35000,44000,6594
35000,45000,6613
35000,46000,6867
35000,47000,6790
35000,48000,7040
35000,49000,7134
35000,50000,7347
36000,1000,4864
36000,2000,4814
36000,3000,4891
36000,4000,4895
36000,5000,5012
36000,6000,5056
36000,7000,5143
36000,8000,5132
36000,9000,5228
36000,10000,5237
36000,11000,5306
36000,12000,5345
36000,13000,5434
36000,14000,5436
36000,15000,5398
36000,16000,5532
36000,17000,5565
36000,18000,5686
36000,19000,5753
36000,20000,5769
36000,21000,5825
36000,22000,5873
36000,23000,5822
36000,24000,5971
36000,25000,6045
36000,26000,6052
36000,27000,6053
36000,28000,6068
36000,29000,6220
36000,30000,6241
36000,31000,6300
36000,32000,6336
36000,33000,6260
36000,34000,6354
36000,35000,6500
36000,36000,6557
36000,37000,6566
36000,38000,6584
36000,39000,6652
36000,40000,6581
36000,41000,6680
36000,42000,6812
36000,43000,6771
36000,44000,6864
36000,45000,6739
36000,46000,6887
36000,47000,6879
36000,48000,6862
36000,49000,6983
36000,50000,7060
37000,1000,4943
37000,2000,4984
37000,3000,5005
37000,4000,5109
37000,5000,5077
37000,6000,5186
37000,7000,5247
37000,8000,5236
37000,9000,5292
37000,10000,5289
37000,11000,5356
37000,12000,5367
37000,13000,5545
37000,14000,5702
37000,15000,5747
37000,16000,5735
37000,17000,5766
37000,18000,5821
37000,19000,5926
37000,20000,5952
37000,21000,5847
37000,22000,5904
37000,23000,5953
37000,24000,5995
37000,25000,6187
37000,26000,6227
37000,27000,6293
37000,28000,6319
37000,29000,6334
37000,30000,6408
37000,31000,6384
37000,32000,6456
37000,33000,6544
37000,34000,6547
37000,35000,6636
37000,36000,6620
37000,37000,6555
37000,38000,6741
37000,39000,6773
37000,40000,6822
37000,41000,6903
37000,42000,6863
37000,43000,6940
37000,44000,7002
37000,45000,6987
37000,46000,7048
37000,47000,7084
37000,48000,7065
37000,49000,7226
37000,50000,7307
38000,1000,5099
38000,2000,5091
38000,3000,5169
38000,4000,5128
38000,5000,5278
38000,6000,5340
38000,7000,5399
38000,8000,5336
38000,9000,5450
38000,10000,5401
38000,11000,5552
38000,12000,5610
38000,13000,5646
38000,14000,5704
38000,15000,5722
38000,16000,5804
38000,17000,5828
38000,18000,5861
38000,19000,5906
38000,20000,6065
38000,21000,6097
38000,22000,6164
38000,23000,6203
38000,24000,6262
38000,25000,6328
38000,26000,6375
38000,27000,6392
38000,28000,6460
38000,29000,6447
38000,30000,6603
38000,31000,6851
38000,32000,6828
38000,33000,6726
38000,34000,6684
38000,35000,6712
38000,36000,6732
38000,37000,6826
38000,38000,6797
38000,39000,6753
38000,40000,6827
38000,41000,6979
38000,42000,6991
38000,43000,7057
38000,44000,7128
38000,45000,7006
38000,46000,7213
38000,47000,7251
38000,48000,7233
38000,49000,7336
38000,50000,7296
39000,1000,5224
39000,2000,5145
39000,3000,5313
39000,4000,5497
39000,5000,5500
39000,6000,5500
39000,7000,5588
39000,8000,5614
39000,9000,5684
39000,10000,5660
39000,11000,5680
39000,12000,5693
39000,13000,5886
39000,14000,5941
39000,15000,5983
39000,16000,5885
39000,17000,5935
39000,18000,5977
39000,19000,6011
39000,20000,6083
39000,21000,6237
39000,22000,6278
39000,23000,6310
39000,24000,6356
39000,25000,6409
39000,26000,6490
39000,27000,6566
39000,28000,6540
39000,29000,6604
39000,30000,6627
39000,31000,6677
39000,32000,6601
39000,33000,6679
39000,34000,6761
39000,35000,6789
39000,36000,6739
39000,37000,6885
39000,38000,7026
39000,39000,6985
39000,40000,7067
39000,41000,7064
39000,42000,7140
39000,43000,7215
39000,44000,7103
39000,45000,7279
39000,46000,7195
39000,47000,7200
39000,48000,7287
39000,49000,7442
39000,50000,7510
40000,1000,5242
40000,2000,5312
40000,3000,5324
40000,4000,5470
40000,5000,5534
40000,6000,5594
40000,7000,5600
40000,8000,5714
40000,9000,5769
40000,10000,5722
40000,11000,5701
40000,12000,5927
40000,13000,6008
40000,14000,5997
40000,15000,6085
40000,16000,6124
40000,17000,6183
40000,18000,6252
40000,19000,6150
40000,20000,6194
40000,21000,6233
40000,22000,6274
40000,23000,6300
40000,24000,6379
40000,25000,6555
40000,26000,6682
40000,27000,6707
40000,28000,6667
40000,29000,6752
40000,30000,6780
40000,31000,6808
40000,32000,6912
40000,33000,6927
40000,34000,6969
40000,35000,7023
40000,36000,7032
40000,37000,7056
40000,38000,7130
40000,39000,19146
40000,40000,7191
40000,41000,7235
40000,42000,7325
40000,43000,7306
40000,44000,7356
40000,45000,7426
40000,46000,7423
40000,47000,7471
40000,48000,7591
40000,49000,7593
40000,50000,7726
41000,1000,5482
41000,2000,5511
41000,3000,5573
41000,4000,5588
41000,5000,5606
41000,6000,5743
41000,7000,5813
41000,8000,5888
41000,9000,5981
41000,10000,6106
41000,11000,6001
41000,12000,5961
41000,13000,6122
41000,14000,6205
41000,15000,6255
41000,16000,6265
41000,17000,6314
41000,18000,6324
41000,19000,6416
41000,20000,6481
41000,21000,6468
41000,22000,6552
41000,23000,6576
41000,24000,6590
41000,25000,6662
41000,26000,6710
41000,27000,6774
41000,28000,6742
41000,29000,6719
41000,30000,7086
41000,31000,7196
41000,32000,6953
41000,33000,7027
41000,34000,7181
41000,35000,7230
41000,36000,7230
41000,37000,7298
41000,38000,7340
41000,39000,7347
41000,40000,7311
41000,41000,7342
41000,42000,7388
41000,43000,7445
41000,44000,7480
41000,45000,7417
41000,46000,7577
41000,47000,7495
41000,48000,7630
41000,49000,7572
41000,50000,7822
42000,1000,5642
42000,2000,5650
42000,3000,5758
42000,4000,5803
42000,5000,5907
42000,6000,5962
42000,7000,5908
42000,8000,6006
42000,9000,6110
42000,10000,6179
42000,11000,6295
42000,12000,6237
42000,13000,6277
42000,14000,6405
42000,15000,6492
42000,16000,6546
42000,17000,6557
42000,18000,6614
42000,19000,6666
42000,20000,6720
42000,21000,6660
42000,22000,6666
42000,23000,6776
42000,24000,6890
42000,25000,6797
42000,26000,6898
42000,27000,6921
42000,28000,6949
42000,29000,7015
42000,30000,7021
42000,31000,7196
42000,32000,7121
42000,33000,7157
42000,34000,7227
42000,35000,7250
42000,36000,7301
42000,37000,7320
42000,38000,7374
42000,39000,7433
42000,40000,7458
42000,41000,7585
42000,42000,7698
42000,43000,7715
42000,44000,7770
42000,45000,7831
42000,46000,7826
42000,47000,7747
42000,48000,7953
42000,49000,7865
42000,50000,8044
43000,1000,5800
43000,2000,5792
43000,3000,6029
43000,4000,6002
43000,5000,5931
43000,6000,5991
43000,7000,6171
43000,8000,6107
43000,9000,6270
43000,10000,6380
43000,11000,6386
43000,12000,6481
43000,13000,6449
43000,14000,6599
43000,15000,6624
43000,16000,6665
43000,17000,6720
43000,18000,6757
43000,19000,6772
43000,20000,6818
43000,21000,6893
43000,22000,6928
43000,23000,6981
43000,24000,6979
43000,25000,7107
43000,26000,7105
43000,27000,7342
43000,28000,7142
43000,29000,7159
43000,30000,7154
43000,31000,7205
43000,32000,7232
43000,33000,7302
43000,34000,7459
43000,35000,7483
43000,36000,7530
43000,37000,7560
43000,38000,7612
43000,39000,7703
43000,40000,7696
43000,41000,7823
43000,42000,7769
43000,43000,7896
43000,44000,7883
43000,45000,7941
43000,46000,8196
43000,47000,8194
43000,48000,8190
43000,49000,8357
43000,50000,8538
44000,1000,6004
44000,2000,6038
44000,3000,6074
44000,4000,6109
44000,5000,6179
44000,6000,6187
44000,7000,6259
44000,8000,6369
44000,9000,6490
44000,10000,6463
44000,11000,6500
44000,12000,6435
44000,13000,6549
44000,14000,6600
44000,15000,6651
44000,16000,6666
44000,17000,6702
44000,18000,6757
44000,19000,6874
44000,20000,6887
44000,21000,6995
44000,22000,7035
44000,23000,6947
44000,24000,7114
44000,25000,7175
44000,26000,7213
44000,27000,7291
44000,28000,7348
44000,29000,7369
44000,30000,7430
44000,31000,7536
44000,32000,7441
44000,33000,7505
44000,34000,7516
44000,35000,7620
44000,36000,7539
44000,37000,7579
44000,38000,7637
44000,39000,7721
44000,40000,7850
44000,41000,7869
44000,42000,7900
44000,43000,7948
44000,44000,8031
44000,45000,8054
44000,46000,8127
44000,47000,8168
44000,48000,8165
44000,49000,8234
44000,50000,8367
45000,1000,6093
45000,2000,6158
45000,3000,6157
45000,4000,6251
45000,5000,6296
45000,6000,6299
45000,7000,6500
45000,8000,6539
45000,9000,6608
45000,10000,6591
45000,11000,6675
45000,12000,6744
45000,13000,6646
45000,14000,6763
45000,15000,6729
45000,16000,6845
45000,17000,6820
45000,18000,6953
45000,19000,7050
45000,20000,7035
45000,21000,7080
45000,22000,7125
45000,23000,7070
45000,24000,7100
45000,25000,7227
45000,26000,7353
45000,27000,7446
45000,28000,7496
45000,29000,7537
45000,30000,7547
45000,31000,7600
45000,32000,7648
45000,33000,7633
45000,34000,7727
45000,35000,7787
45000,36000,7840
45000,37000,7810
45000,38000,7896
45000,39000,8018
45000,40000,8190
45000,41000,8191
45000,42000,8065
45000,43000,8152
45000,44000,8150
45000,45000,8215
45000,46000,8240
45000,47000,8276
45000,48000,8338
45000,49000,8353
45000,50000,8366
46000,1000,6129
46000,2000,6300
46000,3000,6329
46000,4000,6346
46000,5000,6418
46000,6000,6469
46000,7000,6462
46000,8000,6530
46000,9000,6672
46000,10000,6604
46000,11000,6624
46000,12000,6650
46000,13000,6872
46000,14000,6960
46000,15000,6999
46000,16000,7035
46000,17000,7110
46000,18000,7019
46000,19000,7161
46000,20000,7249
46000,21000,7212
46000,22000,7296
46000,23000,7312
46000,24000,7361
46000,25000,7442
46000,26000,7464
46000,27000,7521
46000,28000,7579
46000,29000,7479
46000,30000,7544
46000,31000,7700
46000,32000,7725
46000,33000,7824
46000,34000,7789
46000,35000,7887
46000,36000,7912
46000,37000,7938
46000,38000,8018
46000,39000,8021
46000,40000,8104
46000,41000,8156
46000,42000,8185
46000,43000,8314
46000,44000,8306
46000,45000,8321
46000,46000,8386
46000,47000,8396
46000,48000,8495
46000,49000,8507
46000,50000,8604
47000,1000,6321
47000,2000,6399
47000,3000,6461
47000,4000,6504
47000,5000,6629
47000,6000,6654
47000,7000,6696
47000,8000,6784
47000,9000,6820
47000,10000,6894
47000,11000,6775
47000,12000,6840
47000,13000,6934
47000,14000,7074
47000,15000,7144
47000,16000,7177
47000,17000,7181
47000,18000,7250
47000,19000,7308
47000,20000,7353
47000,21000,7411
47000,22000,7355
47000,23000,7291
47000,24000,7364
47000,25000,7558
47000,26000,7612
47000,27000,7669
47000,28000,7725
47000,29000,7774
47000,30000,7787
47000,31000,7865
47000,32000,7894
47000,33000,7903
47000,34000,7839
47000,35000,8041
47000,36000,8078
47000,37000,7989
47000,38000,8059
47000,39000,8123
47000,40000,8228
47000,41000,8167
47000,42000,8156
47000,43000,8272
47000,44000,8357
47000,45000,8344
47000,46000,8484
47000,47000,8613
47000,48000,8790
47000,49000,8817
47000,50000,8718
48000,1000,6466
48000,2000,6518
48000,3000,6448
48000,4000,6631
48000,5000,6681
48000,6000,6712
48000,7000,6770
48000,8000,6927
48000,9000,6886
48000,10000,7012
48000,11000,7048
48000,12000,7035
48000,13000,7147
48000,14000,7168
48000,15000,7144
48000,16000,7121
48000,17000,7170
48000,18000,7461
48000,19000,7535
48000,20000,7630
48000,21000,7720
48000,22000,7733
48000,23000,7444
48000,24000,7633
48000,25000,7678
48000,26000,7758
48000,27000,7650
48000,28000,7683
48000,29000,7764
48000,30000,7847
48000,31000,7991
48000,32000,8039
48000,33000,7987
48000,34000,8132
48000,35000,8111
48000,36000,8170
48000,37000,8147
48000,38000,8160
48000,39000,8250
48000,40000,8330
48000,41000,8308
48000,42000,8345
48000,43000,8351
48000,44000,8532
48000,45000,8394
48000,46000,8465
48000,47000,8607
48000,48000,8579
48000,49000,8651
48000,50000,8925
49000,1000,6615
49000,2000,6626
49000,3000,6782
49000,4000,6769
49000,5000,6870
49000,6000,6900
49000,7000,6989
49000,8000,6988
49000,9000,7077
49000,10000,7125
49000,11000,7116
49000,12000,7179
49000,13000,7328
49000,14000,7203
49000,15000,7310
49000,16000,7336
49000,17000,7430
49000,18000,7498
49000,19000,7546
49000,20000,7539
49000,21000,7498
49000,22000,7531
49000,23000,7597
49000,24000,7727
49000,25000,7824
49000,26000,7880
49000,27000,7777
49000,28000,7785
49000,29000,8063
49000,30000,7933
49000,31000,8114
49000,32000,8200
49000,33000,8180
49000,34000,8251
49000,35000,8161
49000,36000,8321
49000,37000,8394
49000,38000,8415
49000,39000,8468
49000,40000,8519
49000,41000,8561
49000,42000,8551
49000,43000,8614
49000,44000,8647
49000,45000,8684
49000,46000,8751
49000,47000,8805
49000,48000,8734
49000,49000,8884
49000,50000,8877
50000,1000,6636
50000,2000,6777
50000,3000,6788
50000,4000,7091
50000,5000,7134
50000,6000,7221
50000,7000,7239
50000,8000,7231
50000,9000,7092
50000,10000,7124
50000,11000,7147
50000,12000,7230
50000,13000,7249
50000,14000,7371
50000,15000,7337
50000,16000,7385
50000,17000,7381
50000,18000,7682
50000,19000,7684
50000,20000,7659
50000,21000,7705
50000,22000,7661
50000,23000,7758
50000,24000,7838
50000,25000,7992
50000,26000,7923
50000,27000,8205
50000,28000,8329
50000,29000,8086
50000,30000,8242
50000,31000,8429
50000,32000,8422
50000,33000,8504
50000,34000,8551
50000,35000,8532
50000,36000,8488
50000,37000,8488
50000,38000,8399
50000,39000,8622
50000,40000,8676
50000,41000,8739
50000,42000,8857
50000,43000,8789
50000,44000,8921
50000,45000,8892
50000,46000,8936
50000,47000,8986
50000,48000,9038
50000,49000,9109
50000,50000,9267
