external,linkonce,time
29000,4000,1258
29000,5000,1250
29000,6000,1278
29000,7000,1290
29000,8000,1306
29000,9000,1232
29000,10000,1273
29000,11000,1298
29000,12000,1265
29000,13000,1292
29000,14000,1250
29000,15000,1281
29000,16000,1290
29000,17000,1356
29000,18000,1305
29000,19000,1252
29000,20000,1318
29000,21000,1307
29000,22000,1366
29000,23000,1410
29000,24000,1320
29000,25000,1325
29000,26000,1398
29000,27000,1290
29000,28000,1332
29000,29000,1317
29000,30000,1349
29000,31000,1298
29000,32000,1310
29000,33000,1360
29000,34000,1326
29000,35000,1385
29000,36000,1365
29000,37000,1343
29000,38000,1417
29000,39000,1381
29000,40000,1487
29000,41000,1395
29000,42000,1422
29000,43000,1500
29000,44000,1374
29000,45000,1442
29000,46000,1458
29000,47000,1391
29000,48000,1401
29000,49000,1419
29000,50000,1371
30000,1000,1304
30000,2000,1344
30000,3000,1270
30000,4000,1279
30000,5000,1296
30000,6000,1305
30000,7000,1340
30000,8000,1286
30000,9000,1292
30000,10000,1301
30000,11000,1367
30000,12000,1326
30000,13000,1317
30000,14000,1422
30000,15000,1353
30000,16000,1365
30000,17000,1432
30000,18000,1392
30000,19000,1402
30000,20000,1405
30000,21000,1415
30000,22000,1385
30000,23000,1365
30000,24000,1333
30000,25000,1331
30000,26000,1367
30000,27000,1379
30000,28000,1378
30000,29000,1359
30000,30000,1378
30000,31000,1388
30000,32000,1404
30000,33000,1391
30000,34000,1420
30000,35000,1423
30000,36000,1386
30000,37000,1508
30000,38000,1441
30000,39000,1400
30000,40000,1395
30000,41000,1447
30000,42000,1421
30000,43000,1504
30000,44000,1484
30000,45000,1426
30000,46000,1477
30000,47000,1393
30000,48000,1400
30000,49000,1461
30000,50000,1500
31000,1000,1426
31000,2000,1415
31000,3000,1393
31000,4000,1438
31000,5000,1333
31000,6000,1354
31000,7000,1359
31000,8000,1334
31000,9000,1329
31000,10000,1436
31000,11000,1394
31000,12000,1355
31000,13000,1451
31000,14000,1425
31000,15000,1447
31000,16000,1384
31000,17000,1330
31000,18000,1400
31000,19000,1427
31000,20000,1424
31000,21000,1561
31000,22000,1375
31000,23000,1412
31000,24000,1521
31000,25000,1450
31000,26000,1397
31000,27000,1433
31000,28000,1414
31000,29000,1481
31000,30000,1429
31000,31000,1389
31000,32000,1402
31000,33000,1460
31000,34000,1451
31000,35000,1465
31000,36000,1417
31000,37000,1578
31000,38000,1514
31000,39000,1441
31000,40000,1588
31000,41000,1464
31000,42000,1495
31000,43000,1548
31000,44000,1562
31000,45000,1490
31000,46000,1508
31000,47000,1461
31000,48000,1477
31000,49000,1513
31000,50000,1465
32000,1000,1401
32000,2000,1387
32000,3000,1432
32000,4000,1392
32000,5000,1391
32000,6000,1376
32000,7000,1366
32000,8000,1363
32000,9000,1352
32000,10000,1358
32000,11000,1369
32000,12000,1436
32000,13000,1442
32000,14000,1442
32000,15000,1370
32000,16000,1525
32000,17000,1467
32000,18000,1415
32000,19000,1415
32000,20000,1524
32000,21000,1419
32000,22000,1521
32000,23000,1571
32000,24000,1432
32000,25000,1507
32000,26000,1502
32000,27000,1437
32000,28000,1440
32000,29000,1470
32000,30000,1549
32000,31000,1479
32000,32000,1601
32000,33000,1497
32000,34000,1527
32000,35000,1508
32000,36000,1526
32000,37000,1543
32000,38000,1628
32000,39000,1467
32000,40000,1562
32000,41000,1484
32000,42000,1476
32000,43000,1545
32000,44000,1506
32000,45000,1498
32000,46000,1590
32000,47000,1511
32000,48000,1505
32000,49000,1497
32000,50000,1497
33000,1000,1452
33000,2000,1512
33000,3000,1401
33000,4000,1403
33000,5000,1475
33000,6000,1425
33000,7000,1445
33000,8000,1496
33000,9000,1391
33000,10000,1500
33000,11000,1581
33000,12000,1487
33000,13000,1505
33000,14000,1467
33000,15000,1413
33000,16000,1489
33000,17000,1518
33000,18000,1471
33000,19000,1645
33000,20000,1587
33000,21000,1530
33000,22000,1492
33000,23000,1582
33000,24000,1511
33000,25000,1498
33000,26000,1493
33000,27000,1529
33000,28000,1520
33000,29000,1568
33000,30000,1503
33000,31000,1558
33000,32000,1611
33000,33000,1509
33000,34000,1613
33000,35000,1572
33000,36000,1524
33000,37000,1561
33000,38000,1607
33000,39000,1517
33000,40000,1526
33000,41000,1545
33000,42000,1541
33000,43000,1660
33000,44000,1593
33000,45000,1657
33000,46000,1699
33000,47000,1658
33000,48000,1616
33000,49000,1618
33000,50000,1597
34000,1000,1489
34000,2000,1514
34000,3000,1428
34000,4000,1524
34000,5000,1500
34000,6000,1463
34000,7000,1499
34000,8000,1484
34000,9000,1501
34000,10000,1646
34000,11000,1497
34000,12000,1486
34000,13000,1478
34000,14000,1530
34000,15000,1515
34000,16000,1588
